names,comunity,scores,dates,co,humidity,no2,o3,p,pm10,pm25,so2,temp,wind,Dia,Hora,periodo,calidad_aire
"3 De Marzo, Vitoria-Gasteiz, País Vasco, Spain",Pais_Vasco,55,2024-06-25 22:35:37,0.1,85.0,8.3,,1011.5,17.0,55.0,0.6,18.5,2.5,2024-06-25,22,noche,Moderada
"3 De Marzo, Vitoria-Gasteiz, País Vasco, Spain",Pais_Vasco,53,2024-06-26 08:57:34,0.1,100.0,7.4,,1012.0,20.0,53.0,0.6,17.5,1.0,2024-06-26,8,mañana,Moderada
"3 De Marzo, Vitoria-Gasteiz, País Vasco, Spain",Pais_Vasco,53,2024-06-26 11:59:33,0.1,77.5,12.4,,1012.0,26.0,53.0,0.6,22.0,0.7,2024-06-26,11,mediodia,Moderada
"3 De Marzo, Vitoria-Gasteiz, País Vasco, Spain",Pais_Vasco,42,2024-06-26 16:53:17,0.1,42.0,3.7,,1010.5,13.0,42.0,0.6,30.0,2.5,2024-06-26,16,tarde,Buena
"3 De Marzo, Vitoria-Gasteiz, País Vasco, Spain",Pais_Vasco,53,2024-06-26 21:37:45,0.1,88.0,5.1,,1013.0,15.0,53.0,0.6,20.0,2.5,2024-06-26,21,noche,Moderada
"3 De Marzo, Vitoria-Gasteiz, País Vasco, Spain",Pais_Vasco,59,2024-06-27 09:34:27,0.1,100.0,3.7,,1015.0,19.0,59.0,0.6,19.0,0.7,2024-06-27,9,mañana,Moderada
"3 De Marzo, Vitoria-Gasteiz, País Vasco, Spain",Pais_Vasco,46,2024-06-27 13:48:47,0.1,75.5,5.5,,1015.0,19.0,46.0,0.6,24.0,4.3,2024-06-27,13,mediodia,Buena
"3 De Marzo, Vitoria-Gasteiz, País Vasco, Spain",Pais_Vasco,63,2024-06-27 17:21:17,0.1,80.5,4.6,,1015.0,19.0,63.0,0.6,22.5,4.8,2024-06-27,17,tarde,Moderada
"3 De Marzo, Vitoria-Gasteiz, País Vasco, Spain",Pais_Vasco,53,2024-06-27 21:42:35,0.1,88.0,5.1,,1017.0,10.0,53.0,0.6,18.5,4.6,2024-06-27,21,noche,Moderada
"3 De Marzo, Vitoria-Gasteiz, País Vasco, Spain",Pais_Vasco,21,2024-06-28 09:16:24,0.1,90.5,4.2,,1018.0,6.0,21.0,0.6,17.0,3.6,2024-06-28,9,mañana,Buena
"3 De Marzo, Vitoria-Gasteiz, País Vasco, Spain",Pais_Vasco,9,2024-06-28 12:19:06,0.1,79.5,5.1,,1018.0,4.0,9.0,0.6,19.5,4.8,2024-06-28,12,mediodia,Buena
"3 De Marzo, Vitoria-Gasteiz, País Vasco, Spain",Pais_Vasco,17,2024-06-28 17:07:44,0.1,93.0,3.2,,1014.0,8.0,17.0,0.6,15.0,1.5,2024-06-28,17,tarde,Buena
"3 De Marzo, Vitoria-Gasteiz, País Vasco, Spain",Pais_Vasco,46,2024-06-28 22:50:15,0.1,88.0,4.6,,1016.0,10.0,46.0,0.6,17.5,4.1,2024-06-28,22,noche,Buena
"3 De Marzo, Vitoria-Gasteiz, País Vasco, Spain",Pais_Vasco,17,2024-06-29 10:04:20,0.1,93.0,3.2,,1014.0,8.0,17.0,0.6,15.0,1.5,2024-06-29,10,mañana,Buena
"3 De Marzo, Vitoria-Gasteiz, País Vasco, Spain",Pais_Vasco,17,2024-06-29 13:01:12,0.1,90.0,4.2,,1015.0,8.0,17.0,0.6,15.0,2.3,2024-06-29,13,mediodia,Buena
"3 De Marzo, Vitoria-Gasteiz, País Vasco, Spain",Pais_Vasco,13,2024-06-29 19:05:57,0.1,84.5,4.2,,1015.0,8.0,13.0,0.6,16.0,2.3,2024-06-29,19,tarde,Buena
"3 De Marzo, Vitoria-Gasteiz, País Vasco, Spain",Pais_Vasco,46,2024-06-29 23:49:03,0.1,97.6,5.1,,1016.3,14.0,46.0,0.6,13.3,2.7,2024-06-29,23,noche,Buena
"3 De Marzo, Vitoria-Gasteiz, País Vasco, Spain",Pais_Vasco,9,2024-06-30 09:04:45,0.1,93.0,2.3,,1017.0,2.0,9.0,0.6,14.0,1.2,2024-06-30,9,mañana,Buena
"3 De Marzo, Vitoria-Gasteiz, País Vasco, Spain",Pais_Vasco,9,2024-06-30 12:59:58,0.1,68.0,3.7,,1017.0,8.0,9.0,0.6,19.0,0.7,2024-06-30,12,mediodia,Buena
"3 De Marzo, Vitoria-Gasteiz, País Vasco, Spain",Pais_Vasco,6,2024-06-30 17:16:19,0.1,64.0,2.3,,1017.0,6.0,5.0,0.6,21.0,5.4,2024-06-30,17,tarde,Buena
"3 De Marzo, Vitoria-Gasteiz, País Vasco, Spain",Pais_Vasco,30,2024-06-30 23:13:46,0.1,82.0,3.7,,1019.0,6.0,30.0,0.6,15.5,3.3,2024-06-30,23,noche,Buena
"3 De Marzo, Vitoria-Gasteiz, País Vasco, Spain",Pais_Vasco,21,2024-07-01 10:23:39,0.1,93.0,10.6,,1022.5,5.0,21.0,0.6,13.0,1.8,2024-07-01,10,mañana,Buena
"A Grela (C), Galicia, Spain",Galicia,91,2024-06-25 22:35:37,1.0,93.0,4.2,23.0,1007.1,20.0,91.0,3.1,17.2,12.2,2024-06-25,22,noche,Moderada
"A Grela (C), Galicia, Spain",Galicia,63,2024-06-26 08:57:34,1.0,95.0,12.4,12.6,1007.3,17.0,63.0,2.2,16.6,2.0,2024-06-26,8,mañana,Moderada
"A Grela (C), Galicia, Spain",Galicia,68,2024-06-26 11:59:33,1.0,91.3,5.5,16.2,1008.0,20.0,68.0,2.3,19.0,3.0,2024-06-26,11,mediodia,Moderada
"A Grela (C), Galicia, Spain",Galicia,42,2024-06-26 16:53:17,1.0,89.0,2.7,21.8,1008.3,30.0,42.0,2.3,18.3,20.0,2024-06-26,16,tarde,Buena
"A Grela (C), Galicia, Spain",Galicia,29,2024-06-26 21:37:45,1.0,91.0,5.1,18.3,1010.2,25.0,29.0,2.1,17.7,8.5,2024-06-26,21,noche,Buena
"A Grela (C), Galicia, Spain",Galicia,20,2024-06-27 09:34:27,1.0,90.0,11.0,20.2,1012.4,14.0,10.0,2.4,17.2,7.5,2024-06-27,9,mañana,Buena
"A Grela (C), Galicia, Spain",Galicia,18,2024-06-27 13:48:47,1.0,88.0,3.1,18.4,1012.5,18.0,10.0,2.5,17.7,19.3,2024-06-27,13,mediodia,Buena
"A Grela (C), Galicia, Spain",Galicia,19,2024-06-27 17:21:17,1.0,87.0,3.7,19.3,1012.9,16.0,5.0,2.5,18.1,19.2,2024-06-27,17,tarde,Buena
"A Grela (C), Galicia, Spain",Galicia,19,2024-06-27 21:42:35,1.0,85.5,5.1,18.6,1013.4,15.0,15.0,2.4,18.0,12.0,2024-06-27,21,noche,Buena
"A Grela (C), Galicia, Spain",Galicia,21,2024-06-28 09:16:24,1.0,92.6,4.1,20.8,1014.2,15.0,14.0,2.3,16.1,14.6,2024-06-28,9,mañana,Buena
"A Grela (C), Galicia, Spain",Galicia,22,2024-06-28 12:19:06,1.0,90.2,5.1,21.5,1014.4,21.0,14.0,2.4,16.5,13.7,2024-06-28,12,mediodia,Buena
"A Grela (C), Galicia, Spain",Galicia,21,2024-06-28 17:07:44,1.0,87.0,4.3,20.6,1014.1,20.0,10.0,2.0,16.1,3.0,2024-06-28,17,tarde,Buena
"A Grela (C), Galicia, Spain",Galicia,42,2024-06-28 22:50:15,1.0,87.0,4.2,20.2,1015.1,28.0,42.0,2.4,16.6,12.0,2024-06-28,22,noche,Buena
"A Grela (C), Galicia, Spain",Galicia,22,2024-06-29 10:04:20,1.0,89.0,2.9,20.1,1014.0,22.0,10.0,2.0,15.5,4.0,2024-06-29,10,mañana,Buena
"A Grela (C), Galicia, Spain",Galicia,22,2024-06-29 13:01:12,1.0,82.0,1.5,21.7,1014.4,16.0,7.0,1.9,16.6,6.6,2024-06-29,13,mediodia,Buena
"A Grela (C), Galicia, Spain",Galicia,23,2024-06-29 19:05:57,1.0,78.6,3.3,23.3,1012.8,9.0,11.0,2.6,17.0,8.6,2024-06-29,19,tarde,Buena
"A Grela (C), Galicia, Spain",Galicia,21,2024-06-29 23:49:03,1.0,89.6,2.1,20.6,1013.3,10.0,13.0,1.9,16.1,2.6,2024-06-29,23,noche,Buena
"A Grela (C), Galicia, Spain",Galicia,19,2024-06-30 09:04:45,1.0,93.0,2.4,18.7,1013.0,6.0,8.0,3.5,16.1,1.5,2024-06-30,9,mañana,Buena
"A Grela (C), Galicia, Spain",Galicia,18,2024-06-30 12:59:58,1.0,94.0,2.1,18.3,1014.6,5.0,7.0,2.8,16.1,8.3,2024-06-30,12,mediodia,Buena
"A Grela (C), Galicia, Spain",Galicia,20,2024-06-30 17:16:19,1.0,90.5,1.1,19.5,1015.4,7.0,8.0,2.6,17.5,6.0,2024-06-30,17,tarde,Buena
"A Grela (C), Galicia, Spain",Galicia,22,2024-06-30 23:13:46,1.0,86.5,2.5,21.8,1016.4,10.0,8.0,2.5,17.2,9.7,2024-06-30,23,noche,Buena
"A Grela (C), Galicia, Spain",Galicia,28,2024-07-01 10:23:39,1.0,80.0,28.4,11.7,1020.3,15.0,28.0,3.2,18.8,3.0,2024-07-01,10,mañana,Buena
"Actur, Zaragoza, Spain",,39,2024-06-25 22:35:37,,39.0,4.9,33.3,1009.4,16.0,39.0,,27.5,4.5,2024-06-25,22,noche,Buena
"Actur, Zaragoza, Spain",,21,2024-06-26 08:57:34,,56.5,3.3,21.2,1012.7,10.0,25.0,,21.2,2.1,2024-06-26,8,mañana,Buena
"Actur, Zaragoza, Spain",,28,2024-06-26 11:59:33,,48.6,3.5,27.6,1012.6,13.0,27.0,,25.3,2.0,2024-06-26,11,mediodia,Buena
"Actur, Zaragoza, Spain",,41,2024-06-26 16:53:17,,29.5,3.3,40.7,1009.9,17.0,17.0,,33.6,3.5,2024-06-26,16,tarde,Buena
"Actur, Zaragoza, Spain",,51,2024-06-26 21:37:45,,42.3,9.9,28.3,1010.1,20.0,51.0,,28.7,4.0,2024-06-26,21,noche,Moderada
"Actur, Zaragoza, Spain",,24,2024-06-27 09:34:27,,50.3,12.8,16.8,1014.5,13.0,24.0,,22.5,2.6,2024-06-27,9,mañana,Buena
"Actur, Zaragoza, Spain",,40,2024-06-27 13:48:47,,28.5,4.5,40.4,1013.6,17.0,25.0,,29.7,1.0,2024-06-27,13,mediodia,Buena
"Actur, Zaragoza, Spain",,45,2024-06-27 17:21:17,,25.0,4.0,44.5,1011.7,16.0,15.0,,33.3,4.3,2024-06-27,17,tarde,Buena
"Actur, Zaragoza, Spain",,39,2024-06-27 21:42:35,,21.5,4.7,39.2,1012.6,23.0,30.0,,30.2,9.5,2024-06-27,21,noche,Buena
"Actur, Zaragoza, Spain",,44,2024-06-28 09:16:24,,60.0,17.9,7.3,1016.1,13.0,44.0,,21.1,4.0,2024-06-28,9,mañana,Buena
"Actur, Zaragoza, Spain",,36,2024-06-28 12:19:06,,37.6,8.5,22.9,1015.9,30.0,36.0,,27.0,0.6,2024-06-28,12,mediodia,Buena
"Actur, Zaragoza, Spain",,30,2024-06-28 17:07:44,,59.5,5.1,29.7,1012.4,8.0,21.0,,20.0,1.5,2024-06-28,17,tarde,Buena
"Actur, Zaragoza, Spain",,44,2024-06-28 22:50:15,,32.6,3.3,39.2,1011.9,20.0,44.0,,26.6,11.3,2024-06-28,22,noche,Buena
"Actur, Zaragoza, Spain",,30,2024-06-29 10:04:20,,59.5,5.1,29.7,1012.4,8.0,21.0,,20.0,1.5,2024-06-29,10,mañana,Buena
"Actur, Zaragoza, Spain",Aragón,32,2024-06-29 13:01:12,,52.0,3.9,32.0,1012.4,5.0,18.0,,21.8,6.0,2024-06-29,13,mediodia,Buena
"Actur, Zaragoza, Spain",Aragón,33,2024-06-29 19:05:57,,44.0,2.5,32.9,1012.6,8.0,17.0,,25.0,9.0,2024-06-29,19,tarde,Buena
"Actur, Zaragoza, Spain",Aragón,24,2024-06-29 23:49:03,,49.2,4.3,23.5,1015.5,4.0,6.0,,21.6,6.6,2024-06-29,23,noche,Buena
"Actur, Zaragoza, Spain",Aragón,21,2024-06-30 09:04:45,,58.0,3.6,16.3,1016.1,7.0,21.0,,18.8,3.3,2024-06-30,9,mañana,Buena
"Actur, Zaragoza, Spain",Aragón,25,2024-06-30 12:59:58,,47.0,2.7,24.7,1016.7,9.0,21.0,,24.1,2.0,2024-06-30,12,mediodia,Buena
"Actur, Zaragoza, Spain",Aragón,42,2024-06-30 17:16:19,,34.0,4.0,41.6,1014.9,7.0,21.0,,28.7,2.0,2024-06-30,17,tarde,Buena
"Actur, Zaragoza, Spain",Aragón,29,2024-06-30 23:13:46,,54.5,5.2,28.5,1015.3,16.0,29.0,,22.2,11.5,2024-06-30,23,noche,Buena
"Actur, Zaragoza, Spain",Aragón,25,2024-07-01 10:23:39,,50.3,4.4,24.9,1020.1,10.0,14.0,,17.4,12.0,2024-07-01,10,mañana,Buena
"Algar de Palància, Valencia, Spain",Com_Valenciana,33,2024-06-25 22:35:37,,74.8,1.9,32.9,1011.9,10.0,25.0,1.6,23.2,1.5,2024-06-25,22,noche,Buena
"Algar de Palància, Valencia, Spain",Com_Valenciana,21,2024-06-26 08:57:34,,69.4,1.9,13.0,1012.9,6.0,21.0,1.6,20.1,0.1,2024-06-26,8,mañana,Buena
"Algar de Palància, Valencia, Spain",Com_Valenciana,18,2024-06-26 11:59:33,,57.0,1.9,18.3,1013.0,7.0,17.0,1.6,26.1,2.0,2024-06-26,11,mediodia,Buena
"Algar de Palància, Valencia, Spain",Com_Valenciana,39,2024-06-26 16:53:17,,62.0,1.9,38.6,1012.4,11.0,17.0,1.6,25.9,1.7,2024-06-26,16,tarde,Buena
"Algar de Palància, Valencia, Spain",Com_Valenciana,37,2024-06-26 21:37:45,,66.7,1.9,36.6,1012.2,6.0,9.0,1.6,24.7,2.0,2024-06-26,21,noche,Buena
"Algar de Palància, Valencia, Spain",Com_Valenciana,20,2024-06-27 09:34:27,,65.0,1.9,19.9,1012.2,5.0,17.0,1.6,21.1,0.1,2024-06-27,9,mañana,Buena
"Algar de Palància, Valencia, Spain",Com_Valenciana,31,2024-06-27 13:48:47,,50.5,8.7,31.3,1013.1,20.0,21.0,3.6,28.1,6.0,2024-06-27,13,mediodia,Buena
"Algar de Palància, Valencia, Spain",Com_Valenciana,42,2024-06-27 17:21:17,,40.4,2.3,41.5,1013.4,10.0,13.0,1.6,28.6,6.0,2024-06-27,17,tarde,Buena
"Algar de Palància, Valencia, Spain",Com_Valenciana,44,2024-06-27 21:42:35,,60.0,1.9,43.5,1013.6,8.0,13.0,1.6,26.1,3.0,2024-06-27,21,noche,Buena
"Algar de Palància, Valencia, Spain",Com_Valenciana,25,2024-06-28 09:16:24,,73.0,3.7,16.3,1013.7,11.0,25.0,1.6,20.9,0.3,2024-06-28,9,mañana,Buena
"Algar de Palància, Valencia, Spain",Com_Valenciana,23,2024-06-28 12:19:06,,57.1,3.7,23.2,1015.0,10.0,17.0,1.6,26.1,4.1,2024-06-28,12,mediodia,Buena
"Algar de Palància, Valencia, Spain",Com_Valenciana,17,2024-06-28 17:07:44,,56.0,4.2,17.1,1011.9,4.0,13.0,1.6,23.8,2.2,2024-06-28,17,tarde,Buena
"Algar de Palància, Valencia, Spain",Com_Valenciana,53,2024-06-28 22:50:15,,86.2,1.9,28.9,1013.4,32.0,53.0,1.6,23.3,1.0,2024-06-28,22,noche,Moderada
"Algar de Palància, Valencia, Spain",Com_Valenciana,17,2024-06-29 10:04:20,,56.0,4.2,17.1,1011.9,4.0,13.0,1.6,23.8,2.2,2024-06-29,10,mañana,Buena
"Algar de Palància, Valencia, Spain",Com_Valenciana,36,2024-06-29 13:01:12,,45.6,1.9,36.2,1011.3,4.0,13.0,1.6,28.2,5.6,2024-06-29,13,mediodia,Buena
"Algar de Palància, Valencia, Spain",Com_Valenciana,35,2024-06-29 19:05:57,,37.5,1.9,35.4,1009.7,6.0,13.0,1.6,32.6,4.2,2024-06-29,19,tarde,Buena
"Algar de Palància, Valencia, Spain",Com_Valenciana,33,2024-06-29 23:49:03,,46.0,1.9,33.3,1011.8,15.0,25.0,1.6,28.4,3.0,2024-06-29,23,noche,Buena
"Algar de Palància, Valencia, Spain",Com_Valenciana,38,2024-06-30 09:04:45,,66.7,1.9,15.9,1014.0,18.0,38.0,1.6,22.6,0.8,2024-06-30,9,mañana,Buena
"Algar de Palància, Valencia, Spain",Com_Valenciana,36,2024-06-30 12:59:58,,57.2,1.9,35.8,1014.9,12.0,21.0,1.6,27.7,3.2,2024-06-30,12,mediodia,Buena
"Algar de Palància, Valencia, Spain",Com_Valenciana,42,2024-06-30 17:16:19,,68.6,1.9,38.2,1013.8,20.0,42.0,1.6,27.6,3.6,2024-06-30,17,tarde,Buena
"Algar de Palància, Valencia, Spain",Com_Valenciana,55,2024-06-30 23:13:46,,86.2,1.9,26.9,1014.6,25.0,55.0,1.6,23.8,2.0,2024-06-30,23,noche,Moderada
"Algar de Palància, Valencia, Spain",Com_Valenciana,59,2024-07-01 10:23:39,,69.3,1.9,17.9,1014.4,22.0,59.0,1.6,22.5,14.2,2024-07-01,10,mañana,Moderada
"Aljarafe, Mairena Del Aljarafe, Spain",Andalucia,61,2024-06-25 22:35:37,4.0,40.5,1.0,43.3,1004.8,40.0,61.0,1.6,30.8,4.5,2024-06-25,22,noche,Moderada
"Aljarafe, Mairena Del Aljarafe, Spain",Andalucia,59,2024-06-26 08:57:34,4.0,78.7,1.4,27.4,1007.4,38.0,59.0,1.1,19.7,2.2,2024-06-26,8,mañana,Moderada
"Aljarafe, Mairena Del Aljarafe, Spain",Andalucia,58,2024-06-26 11:59:33,4.0,76.3,2.3,22.6,1008.3,38.0,58.0,1.1,22.2,1.6,2024-06-26,11,mediodia,Moderada
"Aljarafe, Mairena Del Aljarafe, Spain",Andalucia,53,2024-06-26 16:53:17,4.0,59.1,0.5,28.8,1007.4,25.0,53.0,1.1,26.2,6.1,2024-06-26,16,tarde,Moderada
"Aljarafe, Mairena Del Aljarafe, Spain",Andalucia,39,2024-06-26 21:37:45,4.0,67.0,0.5,35.7,1008.4,22.0,39.0,1.1,21.9,5.2,2024-06-26,21,noche,Buena
"Aljarafe, Mairena Del Aljarafe, Spain",Andalucia,37,2024-06-27 09:34:27,4.0,85.0,1.0,23.3,1010.6,18.0,37.0,1.1,18.3,0.8,2024-06-27,9,mañana,Buena
"Aljarafe, Mairena Del Aljarafe, Spain",Andalucia,34,2024-06-27 13:48:47,4.0,65.0,0.5,22.4,1010.9,17.0,34.0,1.1,22.9,2.6,2024-06-27,13,mediodia,Buena
"Aljarafe, Mairena Del Aljarafe, Spain",Andalucia,35,2024-06-27 17:21:17,4.0,51.1,0.5,33.8,1010.7,17.0,35.0,1.1,25.2,5.8,2024-06-27,17,tarde,Buena
"Aljarafe, Mairena Del Aljarafe, Spain",Andalucia,34,2024-06-27 21:42:35,4.0,54.0,0.5,32.8,1011.5,15.0,34.0,1.1,23.8,4.0,2024-06-27,21,noche,Buena
"Aljarafe, Mairena Del Aljarafe, Spain",Andalucia,29,2024-06-28 09:16:24,4.0,82.0,5.5,17.8,1013.9,14.0,29.0,1.1,18.8,1.0,2024-06-28,9,mañana,Buena
"Aljarafe, Mairena Del Aljarafe, Spain",Andalucia,30,2024-06-28 12:19:06,4.0,70.2,3.2,15.3,1014.3,14.0,30.0,1.1,22.1,3.8,2024-06-28,12,mediodia,Buena
"Aljarafe, Mairena Del Aljarafe, Spain",Andalucia,66,2024-06-28 17:07:44,4.0,81.3,0.5,23.8,1016.2,14.0,66.0,1.1,20.2,4.1,2024-06-28,17,tarde,Moderada
"Aljarafe, Mairena Del Aljarafe, Spain",Andalucia,65,2024-06-28 22:50:15,4.0,76.0,0.5,38.2,1015.4,13.0,65.0,1.1,21.1,4.2,2024-06-28,22,noche,Moderada
"Aljarafe, Mairena Del Aljarafe, Spain",Andalucia,66,2024-06-29 10:04:20,4.0,81.3,0.5,23.8,1016.2,14.0,66.0,1.1,20.2,4.1,2024-06-29,10,mañana,Moderada
"Aljarafe, Mairena Del Aljarafe, Spain",Andalucia,63,2024-06-29 13:01:12,4.0,76.3,0.5,24.8,1016.6,13.0,63.0,1.1,21.1,5.8,2024-06-29,13,mediodia,Moderada
"Aljarafe, Mairena Del Aljarafe, Spain",Andalucia,44,2024-06-29 19:05:57,4.0,66.5,3.7,30.1,1014.5,12.0,44.0,1.1,24.0,3.0,2024-06-29,19,tarde,Buena
"Aljarafe, Mairena Del Aljarafe, Spain",Andalucia,31,2024-06-29 23:49:03,4.0,76.5,1.9,31.4,1014.6,12.0,52.0,1.1,21.1,2.5,2024-06-29,23,noche,Buena
"Aljarafe, Mairena Del Aljarafe, Spain",Andalucia,30,2024-06-30 09:04:45,4.0,88.7,3.2,12.8,1014.9,12.0,30.0,1.1,17.6,0.7,2024-06-30,9,mañana,Buena
"Aljarafe, Mairena Del Aljarafe, Spain",Andalucia,32,2024-06-30 12:59:58,4.0,68.0,1.9,10.0,1014.9,12.0,32.0,1.6,23.3,1.2,2024-06-30,12,mediodia,Buena
"Aljarafe, Mairena Del Aljarafe, Spain",Andalucia,25,2024-06-30 17:16:19,4.0,45.2,1.0,25.0,1012.7,13.0,36.0,1.6,28.6,2.4,2024-06-30,17,tarde,Buena
"Aljarafe, Mairena Del Aljarafe, Spain",Andalucia,39,2024-06-30 23:13:46,4.0,61.6,1.0,29.5,1012.4,14.0,39.0,1.6,24.8,5.6,2024-06-30,23,noche,Buena
"Aljarafe, Mairena Del Aljarafe, Spain",Andalucia,39,2024-07-01 10:23:39,4.0,87.5,2.3,10.5,1015.6,14.0,39.0,1.1,17.7,0.2,2024-07-01,10,mañana,Buena
"Alonsotegi, País Vasco, Spain",Pais_Vasco,34,2024-06-25 22:35:37,,88.0,5.1,,1010.0,15.0,34.0,,22.0,3.0,2024-06-25,22,noche,Buena
"Alonsotegi, País Vasco, Spain",Pais_Vasco,42,2024-06-26 08:57:34,,96.5,3.7,,1009.5,16.0,42.0,,19.5,1.8,2024-06-26,8,mañana,Buena
"Alonsotegi, País Vasco, Spain",Pais_Vasco,50,2024-06-26 11:59:33,,83.0,5.1,,1010.5,18.0,50.0,,23.5,3.0,2024-06-26,11,mediodia,Buena
"Alonsotegi, País Vasco, Spain",Pais_Vasco,46,2024-06-26 16:53:17,,73.0,9.6,,1009.0,30.0,46.0,,25.5,5.1,2024-06-26,16,tarde,Buena
"Alonsotegi, País Vasco, Spain",Pais_Vasco,53,2024-06-26 21:37:45,,83.0,4.6,,1011.5,17.0,53.0,,22.0,3.8,2024-06-26,21,noche,Moderada
"Alonsotegi, País Vasco, Spain",Pais_Vasco,38,2024-06-27 09:34:27,,96.5,2.3,,1013.0,12.0,38.0,,18.5,1.2,2024-06-27,9,mañana,Buena
"Alonsotegi, País Vasco, Spain",Pais_Vasco,70,2024-06-27 13:48:47,,88.0,6.9,,1016.0,32.0,70.0,,21.0,3.6,2024-06-27,13,mediodia,Moderada
"Alonsotegi, País Vasco, Spain",Pais_Vasco,70,2024-06-27 17:21:17,,88.0,6.9,,1016.0,32.0,70.0,,21.0,3.6,2024-06-27,17,tarde,Moderada
"Alonsotegi, País Vasco, Spain",Pais_Vasco,70,2024-06-27 21:42:35,,88.0,6.9,,1016.0,32.0,70.0,,21.0,3.6,2024-06-27,21,noche,Moderada
"Alonsotegi, País Vasco, Spain",Pais_Vasco,70,2024-06-28 09:16:24,,88.0,6.9,,1016.0,32.0,70.0,,21.0,3.6,2024-06-28,9,mañana,Moderada
"Alonsotegi, País Vasco, Spain",Pais_Vasco,70,2024-06-28 12:19:06,,93.0,7.8,,1018.0,32.0,70.0,,20.0,1.0,2024-06-28,12,mediodia,Moderada
"Alonsotegi, País Vasco, Spain",Pais_Vasco,13,2024-06-28 17:07:44,,100.0,2.8,,1014.0,13.0,70.0,,17.0,4.3,2024-06-28,17,tarde,Buena
"Alonsotegi, País Vasco, Spain",Pais_Vasco,-,2024-06-28 22:50:15,,100.0,3.7,,1016.0,2.0,70.0,,19.0,2.0,2024-06-28,22,noche,-
"Alonsotegi, País Vasco, Spain",Pais_Vasco,13,2024-06-29 10:04:20,,100.0,2.8,,1014.0,13.0,70.0,,17.0,4.3,2024-06-29,10,mañana,Buena
"Alonsotegi, País Vasco, Spain",Pais_Vasco,5,2024-06-29 13:01:12,,96.5,4.6,,1015.0,5.0,70.0,,16.5,2.0,2024-06-29,13,mediodia,Buena
"Alonsotegi, País Vasco, Spain",Pais_Vasco,7,2024-06-29 19:05:57,,82.0,2.3,,1015.0,7.0,70.0,,18.0,3.6,2024-06-29,19,tarde,Buena
"Alonsotegi, País Vasco, Spain",Pais_Vasco,3,2024-06-29 23:49:03,,88.0,2.8,,1016.0,3.0,70.0,,17.0,0.7,2024-06-29,23,noche,Buena
"Alonsotegi, País Vasco, Spain",Pais_Vasco,9,2024-06-30 09:04:45,,90.5,1.9,,1016.0,9.0,70.0,,16.5,1.8,2024-06-30,9,mañana,Buena
"Alonsotegi, País Vasco, Spain",Pais_Vasco,7,2024-06-30 12:59:58,,70.0,4.2,,1017.0,7.0,70.0,,20.0,1.0,2024-06-30,12,mediodia,Buena
"Alonsotegi, País Vasco, Spain",Pais_Vasco,17,2024-06-30 17:16:19,,60.0,4.2,,1017.5,17.0,70.0,,23.0,3.0,2024-06-30,17,tarde,Buena
"Alonsotegi, País Vasco, Spain",Pais_Vasco,5,2024-06-30 23:13:46,,79.5,2.3,,1019.0,5.0,70.0,,17.5,1.5,2024-06-30,23,noche,Buena
"Alonsotegi, País Vasco, Spain",Pais_Vasco,9,2024-07-01 10:23:39,,90.0,3.7,,1022.5,9.0,70.0,,16.0,1.0,2024-07-01,10,mañana,Buena
"Aranda de Duero II, Burgos, Spain",Castilla_Leon,33,2024-06-25 22:35:37,,77.0,7.4,32.5,1012.0,16.0,,0.6,18.0,4.6,2024-06-25,22,noche,Buena
"Aranda de Duero II, Burgos, Spain",Castilla_Leon,12,2024-06-26 08:57:34,,82.0,4.6,8.6,1012.0,12.0,,1.1,17.0,3.6,2024-06-26,8,mañana,Buena
"Aranda de Duero II, Burgos, Spain",Castilla_Leon,12,2024-06-26 11:59:33,,73.0,4.6,11.4,1012.0,12.0,,0.6,23.0,2.5,2024-06-26,11,mediodia,Buena
"Aranda de Duero II, Burgos, Spain",Castilla_Leon,38,2024-06-26 16:53:17,,45.0,6.9,37.8,1012.0,21.0,,1.1,28.5,6.4,2024-06-26,16,tarde,Buena
"Aranda de Duero II, Burgos, Spain",Castilla_Leon,41,2024-06-26 21:37:45,,93.0,3.2,40.7,1014.0,26.0,,1.6,17.0,2.5,2024-06-26,21,noche,Buena
"Aranda de Duero II, Burgos, Spain",Castilla_Leon,15,2024-06-27 09:34:27,,93.0,3.7,12.6,1015.5,15.0,,1.1,16.0,1.2,2024-06-27,9,mañana,Buena
"Aranda de Duero II, Burgos, Spain",Castilla_Leon,26,2024-06-27 13:48:47,,68.5,6.0,31.7,1016.0,26.0,,2.1,23.0,5.9,2024-06-27,13,mediodia,Buena
"Aranda de Duero II, Burgos, Spain",Castilla_Leon,37,2024-06-27 17:21:17,,54.0,7.8,37.0,1015.0,18.0,,0.6,27.0,6.6,2024-06-27,17,tarde,Buena
"Aranda de Duero II, Burgos, Spain",Castilla_Leon,35,2024-06-27 21:42:35,,77.0,7.8,34.6,1016.0,33.0,,0.6,20.5,6.1,2024-06-27,21,noche,Buena
"Aranda de Duero II, Burgos, Spain",Castilla_Leon,23,2024-06-28 09:16:24,,93.0,6.4,22.8,1018.0,22.0,,0.6,15.0,6.1,2024-06-28,9,mañana,Buena
"Aranda de Duero II, Burgos, Spain",Castilla_Leon,24,2024-06-28 12:19:06,,87.5,3.7,24.4,1018.0,21.0,,0.6,16.5,6.4,2024-06-28,12,mediodia,Buena
